num,name,heightm,weightkg,color,tier,prevo,evoLevel,forme,evoItem,evoCondition,evoMove,Bug,Dark,Dragon,Electric,Fairy,Fighting,Fire,Flying,Ghost,Grass,Ground,Ice,Normal,Poison,Psychic,Rock,Steel,Water,eggGroup_Amorphous,eggGroup_Bug,eggGroup_Ditto,eggGroup_Dragon,eggGroup_Fairy,eggGroup_Field,eggGroup_Flying,eggGroup_Grass,eggGroup_Human-Like,eggGroup_Mineral,eggGroup_Monster,eggGroup_Undiscovered,eggGroup_Water 1,eggGroup_Water 2,eggGroup_Water 3,M,F,hp,atk,def,spa,spd,spe,ability_0,ability_H,ability_1,ability_S,legendary,numEvos,gen
748,Toxapex,0.7000000000000001,14.5,Blue,OU,Mareanie,38.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,50,63,152,53,142,35,Merciless,Regenerator,Limber,,,,7
749,Mudbray,1.0,110.0,Brown,LC,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,70,100,70,45,55,45,Own Tempo,Inner Focus,Stamina,,,1.0,7
750,Mudsdale,2.5,920.0,Brown,NU,Mudbray,30.0,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,100,125,100,55,85,35,Own Tempo,Inner Focus,Stamina,,,,7
751,Dewpider,0.30000000000000004,4.0,Green,LC,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,,38,40,52,40,72,27,Water Bubble,Water Absorb,,,,1.0,7
752,Araquanid,1.8,82.0,Green,NU,Dewpider,22.0,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,,68,70,92,50,132,42,Water Bubble,Water Absorb,,,,,7
752,Araquanid-Totem,3.1,217.5,Green,Illegal,,,Totem,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,,68,70,92,50,132,42,Water Bubble,,,,,,7
753,Fomantis,0.30000000000000004,1.5,Pink,LC,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,40,55,35,50,35,35,Leaf Guard,Contrary,,,,1.0,7
754,Lurantis,0.9,18.5,Pink,(PU),Fomantis,34.0,,,during the day,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,70,105,90,80,90,45,Leaf Guard,Contrary,,,,,7
754,Lurantis-Totem,1.5,58.0,Pink,Illegal,,,Totem,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,70,105,90,80,90,45,Leaf Guard,,,,,,7
755,Morelull,0.2,1.5,Purple,LC,,,,,,,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,40,35,55,65,75,15,Illuminate,Rain Dish,Effect Spore,,,1.0,7
756,Shiinotic,1.0,11.5,Purple,(PU),Morelull,24.0,,,,,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,60,45,80,90,100,30,Illuminate,Rain Dish,Effect Spore,,,,7
757,Salandit,0.6000000000000001,4.8,Black,LC,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.875,0.125,48,44,40,71,40,77,Corrosion,Oblivious,,,,1.0,7
758,Salazzle,1.2,22.2,Black,NU,Salandit,33.0,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0,1.0,68,64,60,111,60,117,Corrosion,Oblivious,,,,,7
758,Salazzle-Totem,2.1,81.0,Black,Illegal,,,Totem,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0,1.0,68,64,60,111,60,117,Corrosion,,,,,,7
759,Stufful,0.5,6.8,Pink,LC,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,70,75,50,45,50,50,Fluffy,Cute Charm,Klutz,,,1.0,7
760,Bewear,2.1,135.0,Pink,NUBL,Stufful,27.0,,,,,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,120,125,80,55,60,60,Fluffy,Unnerve,Klutz,,,,7
761,Bounsweet,0.30000000000000004,3.2,Purple,LC,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,1.0,42,30,38,30,38,32,Leaf Guard,Sweet Veil,Oblivious,,,1.0,7
762,Steenee,0.7000000000000001,8.2,Purple,NFE,Bounsweet,18.0,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,1.0,52,40,48,40,48,62,Leaf Guard,Sweet Veil,Oblivious,,,1.0,7
763,Tsareena,1.2,21.4,Purple,NU,Steenee,,,,,Stomp,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,1.0,72,120,98,50,98,72,Leaf Guard,Sweet Veil,Queenly Majesty,,,,7
764,Comfey,0.1,0.30000000000000004,Green,PU,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.25,0.75,51,52,90,82,110,100,Flower Veil,Natural Cure,Triage,,,,7
765,Oranguru,1.5,76.0,White,(PU),,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,90,60,80,90,110,60,Inner Focus,Symbiosis,Telepathy,,,,7
766,Passimian,2.0,82.8,White,NU,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,100,120,90,40,60,80,Receiver,Defiant,,,,,7
767,Wimpod,0.5,12.0,Gray,LC,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,,,25,35,40,20,30,80,Wimp Out,,,,,1.0,7
768,Golisopod,2.0,108.0,Gray,RU,Wimpod,30.0,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,,,75,125,140,60,90,40,Emergency Exit,,,,,,7
769,Sandygast,0.5,70.0,Brown,LC,,,,,,,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,55,55,80,70,45,15,Water Compaction,Sand Veil,,,,1.0,7
770,Palossand,1.3,250.0,Brown,PU,Sandygast,42.0,,,,,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,85,75,110,100,75,35,Water Compaction,Sand Veil,,,,,7
771,Pyukumuku,0.30000000000000004,1.2,Black,(PU),,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,55,60,130,30,130,5,Innards Out,Unaware,,,,,7
772,Type: Null,1.9,120.5,Gray,NFE,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,95,95,95,95,95,59,Battle Armor,,,,Sub-Legendary,1.0,7
773,Silvally,2.3,100.5,Gray,(PU),Type: Null,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,95,95,95,95,95,95,RKS System,,,,Sub-Legendary,,7
773,Silvally-Bug,2.3,100.5,Gray,(PU),,,Bug,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,95,95,95,95,95,95,RKS System,,,,,,7
773,Silvally-Dark,2.3,100.5,Gray,(PU),,,Dark,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,95,95,95,95,95,95,RKS System,,,,,,7
773,Silvally-Dragon,2.3,100.5,Gray,(PU),,,Dragon,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,95,95,95,95,95,95,RKS System,,,,,,7
773,Silvally-Electric,2.3,100.5,Gray,(PU),,,Electric,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,95,95,95,95,95,95,RKS System,,,,,,7
773,Silvally-Fairy,2.3,100.5,Gray,PU,,,Fairy,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,95,95,95,95,95,95,RKS System,,,,,,7
773,Silvally-Fighting,2.3,100.5,Gray,(PU),,,Fighting,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,95,95,95,95,95,95,RKS System,,,,,,7
773,Silvally-Fire,2.3,100.5,Gray,(PU),,,Fire,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,95,95,95,95,95,95,RKS System,,,,,,7
773,Silvally-Flying,2.3,100.5,Gray,(PU),,,Flying,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,95,95,95,95,95,95,RKS System,,,,,,7
773,Silvally-Ghost,2.3,100.5,Gray,PU,,,Ghost,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,95,95,95,95,95,95,RKS System,,,,,,7
773,Silvally-Grass,2.3,100.5,Gray,(PU),,,Grass,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,95,95,95,95,95,95,RKS System,,,,,,7
773,Silvally-Ground,2.3,100.5,Gray,NU,,,Ground,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,95,95,95,95,95,95,RKS System,,,,,,7
773,Silvally-Ice,2.3,100.5,Gray,(PU),,,Ice,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,95,95,95,95,95,95,RKS System,,,,,,7
773,Silvally-Poison,2.3,100.5,Gray,(PU),,,Poison,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,95,95,95,95,95,95,RKS System,,,,,,7
773,Silvally-Psychic,2.3,100.5,Gray,(PU),,,Psychic,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,95,95,95,95,95,95,RKS System,,,,,,7
773,Silvally-Rock,2.3,100.5,Gray,(PU),,,Rock,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,95,95,95,95,95,95,RKS System,,,,,,7
773,Silvally-Steel,2.3,100.5,Gray,NU,,,Steel,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,95,95,95,95,95,95,RKS System,,,,,,7
773,Silvally-Water,2.3,100.5,Gray,(PU),,,Water,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,95,95,95,95,95,95,RKS System,,,,,,7
774,Minior,0.30000000000000004,0.30000000000000004,Red,Illegal,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,60,100,60,100,60,120,Shields Down,,,,,,7
774,Minior-Meteor,0.30000000000000004,40.0,Brown,,,,Meteor,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,60,60,100,60,100,60,Shields Down,,,,,,7
775,Komala,0.4,19.9,Blue,Illegal,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,65,115,65,75,95,65,Comatose,,,,,,7
776,Turtonator,2.0,212.0,Red,(PU),,,,,,,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,,,60,78,135,91,85,36,Shell Armor,,,,,,7
777,Togedemaru,0.30000000000000004,3.3,Gray,PU,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,65,98,63,40,73,96,Iron Barbs,Sturdy,Lightning Rod,,,,7
777,Togedemaru-Totem,0.6000000000000001,13.0,Gray,Illegal,,,Totem,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,65,98,63,40,73,96,Sturdy,,,,,,7
778,Mimikyu,0.2,0.7000000000000001,Yellow,RU,,,,,,,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,55,90,80,50,105,96,Disguise,,,,,,7
778,Mimikyu-Busted,0.2,0.7000000000000001,Yellow,,,,Busted,,,,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,55,90,80,50,105,96,Disguise,,,,,,7
778,Mimikyu-Totem,0.4,2.8,Yellow,Illegal,,,Totem,,,,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,55,90,80,50,105,96,Disguise,,,,,,7
778,Mimikyu-Busted-Totem,0.4,2.8,Yellow,Illegal,,,Busted-Totem,,,,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,55,90,80,50,105,96,Disguise,,,,,,7
779,Bruxish,0.9,19.0,Pink,Illegal,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,68,105,70,70,70,92,Dazzling,Wonder Skin,Strong Jaw,,,,7
780,Drampa,3.0,185.0,White,PUBL,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,,,78,60,85,135,91,36,Berserk,Cloud Nine,Sap Sipper,,,,7
781,Dhelmise,3.9,210.0,Green,NU,,,,,,,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,70,131,100,86,90,40,Steelworker,,,,,,7
782,Jangmo-o,0.6000000000000001,29.7,Gray,LC,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,45,55,65,45,45,45,Bulletproof,Overcoat,Soundproof,,,1.0,7
783,Hakamo-o,1.2,47.0,Gray,NFE,Jangmo-o,35.0,,,,,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,55,75,90,65,70,65,Bulletproof,Overcoat,Soundproof,,,1.0,7
784,Kommo-o,1.6,78.2,Gray,UUBL,Hakamo-o,45.0,,,,,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,75,110,125,100,105,85,Bulletproof,Overcoat,Soundproof,,,,7
784,Kommo-o-Totem,2.4,207.5,Gray,Illegal,,,Totem,,,,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,75,110,125,100,105,85,Overcoat,,,,,,7
785,Tapu Koko,1.8,20.5,Yellow,OU,,,,,,,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,70,115,85,95,75,130,Electric Surge,Telepathy,,,Sub-Legendary,,7
786,Tapu Lele,1.2,18.6,Pink,OU,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,70,85,75,130,115,95,Psychic Surge,Telepathy,,,Sub-Legendary,,7
787,Tapu Bulu,1.9,45.5,Red,UU,,,,,,,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,70,130,115,85,95,75,Grassy Surge,Telepathy,,,Sub-Legendary,,7
788,Tapu Fini,1.3,21.2,Purple,OU,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,70,75,115,95,130,85,Misty Surge,Telepathy,,,Sub-Legendary,,7
789,Cosmog,0.2,0.1,Blue,LC,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,43,29,31,29,31,37,Unaware,,,,Restricted Legendary,1.0,7
790,Cosmoem,0.1,999.9,Blue,NFE,Cosmog,43.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,43,29,131,29,131,37,Sturdy,,,,Restricted Legendary,2.0,7
791,Solgaleo,3.4,230.0,White,Uber,Cosmoem,53.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,137,137,107,113,89,97,Full Metal Body,,,,Restricted Legendary,,7
792,Lunala,4.0,120.0,Purple,Uber,Cosmoem,53.0,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,137,113,89,137,107,97,Shadow Shield,,,,Restricted Legendary,,7
793,Nihilego,1.2,55.5,White,UU,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,109,53,47,127,131,103,Beast Boost,,,,Sub-Legendary,,7
794,Buzzwole,2.4,333.6,Red,OU,,,,,,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,107,139,139,53,53,79,Beast Boost,,,,Sub-Legendary,,7
795,Pheromosa,1.8,25.0,White,Uber,,,,,,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,71,137,37,137,37,151,Beast Boost,,,,Sub-Legendary,,7
796,Xurkitree,3.8,100.0,Black,RU,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,83,89,71,173,71,83,Beast Boost,,,,Sub-Legendary,,7
797,Celesteela,9.2,999.9,Green,UU,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,97,101,103,107,101,61,Beast Boost,,,,Sub-Legendary,,7
798,Kartana,0.30000000000000004,0.1,White,OU,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,59,181,131,59,31,109,Beast Boost,,,,Sub-Legendary,,7
799,Guzzlord,5.5,888.0,Black,NU,,,,,,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,223,101,53,97,53,43,Beast Boost,,,,Sub-Legendary,,7
800,Necrozma,2.4,230.0,Black,RUBL,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,97,107,101,127,89,79,Prism Armor,,,,Restricted Legendary,,7
800,Necrozma-Dusk-Mane,3.8,460.0,Yellow,Uber,,,Dusk-Mane,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,97,157,127,113,109,77,Prism Armor,,,,,,7
800,Necrozma-Dawn-Wings,4.2,350.0,Blue,Uber,,,Dawn-Wings,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,97,113,109,157,127,77,Prism Armor,,,,,,7
800,Necrozma-Ultra,7.5,230.0,Yellow,Illegal,,,Ultra,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,97,167,97,167,97,129,Neuroforce,,,,,,7
801,Magearna,1.0,80.5,Gray,Uber,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,80,95,115,130,115,65,Soul-Heart,,,,Mythical,,7
801,Magearna-Original,1.0,80.5,Red,Uber,,,Original,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,80,95,115,130,115,65,Soul-Heart,,,,,,7
802,Marshadow,0.7000000000000001,22.2,Gray,Uber,,,,,,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,90,125,80,90,90,125,Technician,,,,Mythical,,7
803,Poipole,0.6000000000000001,1.8,Purple,NFE,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,67,73,67,73,67,73,Beast Boost,,,,Sub-Legendary,1.0,7
804,Naganadel,3.6,150.0,Purple,Uber,Poipole,,,,,Dragon Pulse,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,73,73,73,127,73,121,Beast Boost,,,,Sub-Legendary,,7
805,Stakataka,5.5,820.0,Gray,NU,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,61,131,211,53,101,13,Beast Boost,,,,Sub-Legendary,,7
806,Blacephalon,1.8,13.0,White,OU,,,,,,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,53,127,53,151,79,107,Beast Boost,,,,Sub-Legendary,,7
807,Zeraora,1.5,44.5,Yellow,OU,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,88,112,75,102,80,143,Volt Absorb,,,,Mythical,,7
808,Meltan,0.2,8.0,Gray,(PU),,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,46,65,65,55,35,34,Magnet Pull,,,,Mythical,,7
809,Melmetal,2.5,800.0,Gray,OU,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,135,143,143,80,65,34,Iron Fist,,,,Mythical,,7
809,Melmetal-Gmax,25.0,0.0,Gray,AG,,,Gmax,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,135,143,143,80,65,34,Iron Fist,,,,,,8
810,Grookey,0.30000000000000004,5.0,Green,LC,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.875,0.125,50,65,50,40,40,65,Overgrow,Grassy Surge,,,,1.0,8
811,Thwackey,0.7000000000000001,14.0,Green,NFE,Grookey,16.0,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.875,0.125,70,85,70,55,60,80,Overgrow,Grassy Surge,,,,1.0,8
812,Rillaboom,2.1,90.0,Green,OU,Thwackey,35.0,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.875,0.125,100,125,90,60,70,85,Overgrow,Grassy Surge,,,,,8
812,Rillaboom-Gmax,3.0,0.0,Green,AG,,,Gmax,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.875,0.125,100,125,90,60,70,85,Overgrow,Grassy Surge,,,,,8
813,Scorbunny,0.30000000000000004,4.5,White,LC,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.875,0.125,50,71,40,40,40,69,Blaze,Libero,,,,1.0,8
814,Raboot,0.6000000000000001,9.0,Gray,NFE,Scorbunny,16.0,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.875,0.125,65,86,60,55,60,94,Blaze,Libero,,,,1.0,8
